Magnitude,UTC Date,UTC Time,Sydney Date,Sydney Time,Latitude,Longitude,Magnitude Type,Tsunamigenic,Significant,Approximate location,Depth (km),Solution finalised,Last updated date,Last updated time,Source,Mb,ML,Ms,Mwp,Mw,Longitude unc. (+/- km),Latitude unc.  (+/- km),Time unc. (+/- s),Depth unc. (+/- km),Phases used,Total phases,Stations used,Total stations,Gap Angle,RMS Residual,Location algorithm,Nearest station,EVENT ID,ORIGIN ID
3.4,2014-12-02,16:34:40,2014-12-03,03:34:40,-38.436,145.813,ML,-,true,"Korumburra, Vic.",9.0,FINL,2014-12-03,09:06:31,AUST,-,3.39,3.17,-,-,-,-,0.79,5.7337,32,35,20,21,109.6,3.99601943367217801193591723388343094106,locsat:iasp91,N/A,933000,1090674
2.1,2014-12-01,20:42:01,2014-12-02,07:42:01,-32.879,138.801,ML,-,-,"Near Peterborough, SA.",1.0,FINL,2014-12-02,11:20:26,AUST,-,2.06,-,-,-,-,-,2.57,22.3018,11,11,6,6,101.88,0.744100188757596613130378931366746185027,locsat:iasp91,HTT,932642,1090152
2.0,2014-12-01,13:32:16,2014-12-02,00:32:16,-36.312,148.913,ML,-,-,"NE of Berridale, NSW.",11.0,FINL,2014-12-02,10:41:20,AUST,-,2.04,-,-,-,-,-,3.92,20.8013,11,11,6,6,327.85,0.8334051726610423541653045967764727422367,locsat:iasp91,N/A,932612,1090112
3.7,2014-12-01,10:25:15,2014-12-01,21:25:15,-21.716,131.3,ML,-,-,"NW of Yuendumu, NT.",10.0,FINL,2014-12-02,10:01:07,AUST,-,3.73,3.34,-,-,-,-,0.56,0,27,46,24,30,50.23,4.60042661301526800420915393740459208698,locsat:iasp91,WB2,932349,1090064
1.8,2014-11-29,22:14:07,2014-11-30,09:14:07,-36.158,148.878,ML,-,-,"N of Berridale, NSW.",0.0,FINL,2014-12-01,13:42:05,AUST,-,1.76,-,-,-,-,-,4.09,0,8,8,5,5,322.82,0.5939339188832373799705203320471173102552,locsat:iasp91,N/A,932271,1089731
1.9,2014-11-28,15:28:44,2014-11-29,02:28:44,-36.273,148.814,ML,-,-,"N of Berridale, NSW.",2.0,FINL,2014-12-01,12:35:35,AUST,-,1.86,-,-,-,-,-,3.89,21.9308,11,11,6,6,325.07,0.7447888657501900017609422878545397912886,locsat:iasp91,CNB,932208,1089697
4.0,2014-11-28,03:01:45,2014-11-28,14:01:45,-26.054,112.569,ML,-,true,"SW of Carnarvon, WA.",15.0,FINL,2014-11-28,14:51:06,AUST,-,4,3.81,-,-,-,-,2.66,0,11,16,10,11,227.21,3.86533309528428610431556887736903790571,locsat:iasp91,GIRL,930859,1088297
2.1,2014-11-27,02:44:32,2014-11-27,13:44:32,-30.425,117.748,ML,-,-,"Near Beacon, WA.",5.0,FINL,2014-11-28,09:37:25,AUST,-,2.09,2.44,-,-,-,-,2.43,15.7724,9,9,5,5,168.16,0.6135396392156654199830577821170085719266,locsat:iasp91,BLDU,930753,1088149
2.0,2014-11-27,01:46:56,2014-11-27,12:46:56,-30.467,117.726,ML,-,-,"Near Beacon, WA.",10.0,FINL,2014-11-28,09:31:07,AUST,-,2.04,2.7,-,-,-,-,1.51,0,10,10,6,6,167.05,0.4858954620080331641376138930413988452089,locsat:iasp91,BLDU,930751,1088145
2.1,2014-11-26,14:08:18,2014-11-27,01:08:18,-31.697,117.048,ML,-,-,"Near Meckering, WA.",10.0,FINL,2014-11-27,12:02:28,AUST,-,2.11,2.44,-,-,-,-,0.36,0,12,13,7,7,95.26,1.62213427785267375645509896356051354286,locsat:iasp91,N/A,930442,1087837
2.3,2014-11-25,00:12:30,2014-11-25,11:12:30,-30.637,117.65,ML,-,-,"NE of Koorda, WA.",10.0,FINL,2014-11-26,12:01:54,AUST,-,2.29,2.79,-,-,-,-,1.51,10.4805,14,14,8,8,81.39,0.7837604863732286931473988231983187850543,locsat:iasp91,N/A,929491,1086867
2.5,2014-11-24,01:22:44,2014-11-24,12:22:44,-29.056,114.577,ML,-,-,"S of Geraldton, WA.",10.0,FINL,2014-11-25,10:08:41,AUST,-,2.48,2.91,-,-,-,-,1.25,0,6,6,4,4,266.66,0.8774124837650001584724669481387849838076,locsat:iasp91,N/A,928981,1086343
2.0,2014-11-21,22:00:37,2014-11-22,09:00:37,-30.874,117.037,ML,-,-,"Near Manmanning, WA.",1.0,FINL,2014-11-24,11:07:22,AUST,-,2.03,-,-,-,-,-,1.61,13.3629,10,10,5,5,165.46,0.7896305465215995555774345029082897301881,locsat:iasp91,BLDU,928631,1085954
3.3,2014-11-19,05:13:17,2014-11-19,16:13:17,-35.15,147.963,ML,-,true,"Near Gundagai, NSW.",0.0,FINL,2014-11-19,16:49:25,AUST,-,3.32,3.12,-,-,-,-,1.04,0,24,29,16,17,115.27,2.60234703084840651338102219458414115023,locsat:iasp91,N/A,926362,1083671
1.2,2014-11-18,16:58:24,2014-11-19,03:58:24,-35.023,149.112,ML,-,-,"Near Murrumbateman, NSW.",0.0,FINL,2014-11-19,10:42:50,AUST,-,1.18,-,-,-,-,-,1.99,0,7,7,5,5,172.88,0.5257582279771894218589056411406112259056,locsat:iasp91,N/A,926181,1083444
2.1,2014-11-17,20:49:33,2014-11-18,07:49:33,-33.429,138.503,ML,-,-,"Near Georgetown, SA.",0.0,FINL,2014-11-18,13:55:35,AUST,-,2.13,2.47,-,-,-,-,2.88,0,9,9,5,5,195.75,0.5264119637276071212938443731739816081031,locsat:iasp91,HTT,925451,1082699
1.7,2014-11-17,07:30:49,2014-11-17,18:30:49,-33.019,138.742,ML,-,-,"Peterborough, SA.",4.0,FINL,2014-11-19,10:38:38,AUST,-,1.69,-,-,-,-,-,2.52,24.9008,9,10,5,6,169.96,1.40326533485296357904343881298553025761,locsat:iasp91,HTT,926180,1083443
2.5,2014-11-16,03:24:38,2014-11-16,14:24:38,-32.49,122.547,ML,-,-,"SE of Norseman, WA.",10.0,FINL,2014-11-18,11:17:38,AUST,-,2.52,3.05,-,-,-,-,2.62,0,5,8,4,4,172.5,2.76245647024527791019632587129413175897,locsat:iasp91,KMBL,925409,1082636
2.2,2014-11-15,18:02:17,2014-11-16,05:02:17,-31.146,139.158,ML,-,-,"E of Blinman, SA.",10.0,FINL,2014-11-18,11:49:22,AUST,-,2.19,2.91,-,-,-,-,1.22,0,11,12,7,7,109.97,1.17977420156005558700677351315006633625,locsat:iasp91,LCRK,925421,1082650
1.5,2014-11-15,13:29:21,2014-11-16,00:29:21,-32.803,138.387,ML,-,-,Near Booleroo Centre.,7.0,FINL,2014-11-18,08:50:22,AUST,-,1.52,-,-,-,-,-,6.97,29.048,7,7,5,5,235.52,0.7017052698350538355358988885339762532932,locsat:iasp91,NAPP,924642,1081856
2.0,2014-11-14,17:26:00,2014-11-15,04:26:00,-31.68,117.022,ML,-,-,"Meckering, WA.",0.0,FINL,2014-11-17,08:31:27,AUST,-,1.95,-,-,-,-,-,0.57,0,5,5,3,3,174.24,0.6630101055036793328710330362450441834137,locsat:iasp91,N/A,924407,1081572
2.0,2014-11-13,04:57:36,2014-11-13,15:57:36,-32.542,138.474,ML,-,-,"SE of Quorn, SA.",10.0,FINL,2014-11-14,08:35:25,AUST,-,1.96,2.83,-,-,-,-,0.31,0,10,11,7,7,82.74,1.11580908272468775907665472870535638945,locsat:iasp91,NAPP,922476,1079626
3.8,2014-11-12,02:00:22,2014-11-12,13:00:22,-18.287,125.666,ML,-,true,"Near Fitzroy Crossing, WA.",18.0,FINL,2014-11-12,13:51:37,AUST,-,3.82,3.56,-,-,-,-,0.49,4.3628,25,30,23,23,104.85,3.10533657864436116371464474427785770603,locsat:iasp91,FITZ,921840,1078994
2.1,2014-11-11,05:38:02,2014-11-11,16:38:02,-30.895,117.931,ML,-,-,"Bencubbin, WA.",0.0,FINL,2014-11-12,09:57:23,AUST,-,2.14,2.69,-,-,-,-,0.64,0,11,11,6,6,184.02,0.8082797670473892408960748127111510442298,locsat:iasp91,KLBR,921753,1078869
2.3,2014-11-09,05:06:33,2014-11-09,16:06:33,-38.494,146.107,ML,-,-,"Near Leongatha, VIC.",3.0,FINL,2014-11-10,12:16:44,AUST,-,2.31,2.57,-,-,-,-,1.3,11.3478,11,12,8,9,112.5,1.23637480832742085867518834465408688915,locsat:iasp91,N/A,920737,1077821
1.9,2014-11-08,23:55:07,2014-11-09,10:55:07,-30.66,117.366,ML,-,-,"NW of Koorda, WA.",0.0,FINL,2014-11-10,11:37:44,AUST,-,1.91,-,-,-,-,-,0.84,0,7,8,4,4,196.64,1.43145716841266333434215230828674610379,locsat:iasp91,KLBR,920736,1077805
2.2,2014-11-08,22:04:21,2014-11-09,09:04:21,-30.462,117.589,ML,-,-,"W of Beacon, WA.",0.0,FINL,2014-11-10,11:30:53,AUST,-,2.18,3.04,-,-,-,-,0.66,0,7,16,4,8,217.22,4.99206486586462536121838062141626287058,locsat:iasp91,N/A,920734,1077802
2.2,2014-11-08,10:30:05,2014-11-08,21:30:05,-33.963,147.251,ML,-,true,"Wyalong, NSW.",0.0,FINL,2014-11-10,10:42:08,AUST,-,2.18,2.56,-,-,-,-,0.45,0,18,20,11,11,130.09,1.14572775998489274624879987671944723143,locsat:iasp91,YNG,920003,1077772
2.1,2014-11-08,07:11:23,2014-11-08,18:11:23,-30.821,121.493,ML,-,true,"Near Boulder, WA.",8.0,FINL,2014-11-10,10:52:06,AUST,-,2.12,3.06,-,-,-,-,1.15,17.3955,5,5,4,4,180.5,0.0991191202543686825271278303793115435444,locsat:iasp91,N/A,919965,1077784
1.6,2014-11-08,04:05:52,2014-11-08,15:05:52,-33.853,139.109,ML,-,-,"Near Burra, SA.",10.0,FINL,2014-11-10,10:38:21,AUST,-,1.6,-,-,-,-,-,0.67,19.3763,6,6,4,4,200.17,0.4094551257463997116202752017002718137136,locsat:iasp91,HTT,920720,1077780
2.4,2014-11-06,00:58:11,2014-11-06,11:58:11,-30.652,117.633,ML,-,-,"Near Beacon, WA.",10.0,FINL,2014-11-07,10:08:14,AUST,-,2.41,2.62,-,-,-,-,0.62,4.6964,10,12,6,6,96.34,1.8599513210475877039537859166097695669,locsat:iasp91,KLBR,919346,1076360
2.6,2014-11-05,22:01:02,2014-11-06,09:01:02,-33.705,117.075,ML,-,-,"Near Kojonup, WA.",5.0,FINL,2014-11-06,14:52:59,AUST,-,2.55,3.18,-,-,-,-,0.4,3.5478,11,13,7,7,151.85,2.4656886072033320915746820353110738146,locsat:iasp91,NWAO,919063,1076109
2.6,2014-11-05,12:13:32,2014-11-05,23:13:32,-33.699,117.249,ML,-,-,"Near Kojonup, WA.",13.0,FINL,2014-11-06,10:42:31,AUST,-,2.55,2.95,-,-,-,-,0.71,4.3866,14,16,8,8,139,1.71764742817028663928200591713110287943,locsat:iasp91,NWAO,919079,1076079
2.7,2014-11-05,03:45:07,2014-11-05,14:45:07,-33.701,117.111,ML,-,-,"Near Kojonup, WA.",6.0,FINL,2014-11-06,09:59:13,AUST,-,2.71,3.15,-,-,-,-,0.45,3.9533,12,12,8,8,149.11,0.5895656593346212415288381742264652604972,locsat:iasp91,N/A,918833,1076065
2.9,2014-11-04,15:55:42,2014-11-05,02:55:42,-30.92,121.133,ML,-,true,"Coolgardie, WA.",9.0,FINL,2014-11-05,09:54:09,AUST,-,2.91,3.01,-,-,-,-,1.47,12.4986,15,20,10,10,97.28,2.22220038475381423015534950659411319825,locsat:iasp91,N/A,918783,1075750
2.6,2014-11-04,04:41:27,2014-11-04,15:41:27,-30.441,117.836,ML,-,-,"Beacon, WA.",3.0,FINL,2014-11-05,10:24:52,AUST,-,2.56,2.82,-,-,-,-,0.41,0,15,15,8,8,95.59,1.08634092254687708602259827821501860119,locsat:iasp91,BLDU,918646,1075775
2.6,2014-11-04,00:33:46,2014-11-04,11:33:46,-32.953,151.423,ML,-,true,"Near Cessnock, NSW.",10.0,FINL,2014-11-04,12:21:37,AUST,-,2.57,3.19,-,-,-,-,0.29,1.8481,13,16,10,11,122.93,30.99741774728985388617823025019135277879,locsat:iasp91,NTLH,918552,1075500
2.8,2014-11-03,13:37:11,2014-11-04,00:37:11,-26.559,112.773,ML,-,-,"SW of Carnarvon, WA.",0.0,FINL,2014-11-04,10:36:51,AUST,-,2.84,2.76,-,-,-,-,1.2,0,8,9,4,5,300.28,1.34329073547017363474145332849109929715,locsat:iasp91,MORW,918536,1075415
1.8,2014-11-02,00:13:50,2014-11-02,11:13:50,-33.481,138.878,ML,-,-,"N of Burra, SA.",12.0,FINL,2014-11-03,15:10:40,AUST,-,1.75,2.65,-,-,-,-,0.32,1.6778,10,10,8,8,152.89,0.3725003355703186477332116225449312272341,locsat:iasp91,N/A,918274,1075136
2.1,2014-11-01,18:14:54,2014-11-02,05:14:54,-33.36,116.223,ML,-,-,"Near Collie, WA.",0.0,FINL,2014-11-03,15:31:49,AUST,-,2.07,2.86,-,-,-,-,0.66,0,11,11,6,6,204.24,0.9356583486799791573510777306839481790838,locsat:iasp91,NWAO,918293,1075164
2.4,2014-11-01,17:00:32,2014-11-02,04:00:32,-33.508,138.353,ML,-,-,"SE of Crystal Brook, SA.",16.0,FINL,2014-11-03,15:05:08,AUST,-,2.4,2.81,-,-,-,-,0.23,1.7649,18,22,13,13,116.27,1.39214233206496264753642558121432473854,locsat:iasp91,NAPP,918272,1075129
2.6,2014-10-31,21:04:26,2014-11-01,08:04:26,-30.879,121.149,ML,-,-,"Coolgardie, WA.",10.0,FINL,2014-11-03,11:48:43,AUST,-,2.63,2.84,-,-,-,-,0.7,0,11,12,7,7,126.04,1.56213190330821082470343076428065383601,locsat:iasp91,N/A,918258,1075112
4.5,2014-10-31,19:15:25,2014-11-01,06:15:25,-30.815,121.232,MB,-,true,"Coolgardie, WA.",10.0,FINL,2014-11-03,10:06:11,AUST,4.48,4.22,3.72,-,-,-,-,0.34,0,27,51,21,31,87.27,4.77657021508193084964921731990702779522,locsat:iasp91,KMBL,917362,1075037
2.9,2014-10-30,17:34:25,2014-10-31,04:34:25,-30.422,117.784,ML,-,-,"Near Beacon, WA.",8.0,FINL,2014-10-31,11:37:12,AUST,-,2.86,4,-,-,-,-,0.85,4.8581,14,18,8,10,94.98,3.79803525230845873171514088261106857652,locsat:iasp91,BLDU,916991,1073879
1.8,2014-10-30,10:53:31,2014-10-30,21:53:31,-32.875,138.201,ML,-,-,"Near Melrose, SA.",0.0,FINL,2014-10-31,10:21:07,AUST,-,1.83,2.87,-,-,-,-,1.13,11.5634,11,11,7,7,132.52,0.7743737645818892751050625720775530302732,locsat:iasp91,N/A,917064,1073858
2.0,2014-10-29,09:15:00,2014-10-29,20:15:00,-35.029,147.529,ML,-,-,"Near Wagga Wagga, NSW.",2.0,FINL,2014-10-31,08:21:14,AUST,-,1.99,3.07,-,-,-,-,0.86,4.4603,10,10,6,6,231.65,0.5481902954266884867215105799157820638952,locsat:iasp91,YNG,917041,1073830
1.6,2014-10-28,18:18:02,2014-10-29,05:18:02,-33.179,138.468,ML,-,-,"NW of Jamestown, SA.",17.0,FINL,2014-10-29,12:41:07,AUST,-,1.62,-,-,-,-,-,0.45,3.8126,8,8,5,5,182.33,0.5150622535189314375273295004456668268451,locsat:iasp91,NAPP,916411,1073193
1.5,2014-10-27,13:49:54,2014-10-28,00:49:54,-33.255,137.602,ML,-,-,"Spencer Gulf, SA.",10.0,FINL,2014-10-28,10:53:58,AUST,-,1.52,-,-,-,-,-,0.5,0,10,10,6,6,189.1,0.6035896785068478952212178246608629028107,locsat:iasp91,N/A,916022,1072767
2.4,2014-10-27,09:04:55,2014-10-27,20:04:55,-29.142,116.909,ML,-,-,"E of Morawa, WA.",0.0,FINL,2014-10-28,11:33:33,AUST,-,2.43,3.3,-,-,-,-,0.95,0,13,13,9,9,84.68,1.57024023149815665885090143504860028654,locsat:iasp91,MORW,915850,1072787
3.3,2014-10-26,22:12:40,2014-10-27,09:12:40,-32.445,151.033,ML,-,true,"Near Singleton, NSW.",8.0,FINL,2014-10-27,13:36:26,AUST,-,3.26,3.03,-,-,-,-,0.56,3.9336,13,14,9,9,149.8,2.1650979192636992601835443129855623405,locsat:iasp91,MGCD,915629,1072353
1.8,2014-10-26,01:27:57,2014-10-26,12:27:57,-33.409,138.518,ML,-,-,"SW of Jamestown, SA.",7.0,FINL,2014-10-27,12:09:46,AUST,-,1.75,2.51,-,-,-,-,0.31,3.1405,10,10,8,8,107.31,0.3946386955178115829871563462933295179208,locsat:iasp91,N/A,915620,1072325
2.9,2014-10-24,18:21:27,2014-10-25,05:21:27,-23.579,129.685,ML,-,-,"SE of Kintore, NT.",0.0,FINL,2014-10-27,11:51:57,AUST,-,2.85,3.11,-,-,-,-,0.56,0,7,14,6,9,135.63,3.54676067499828436257342220338880156325,locsat:iasp91,N/A,915556,1072303
1.9,2014-10-23,14:17:47,2014-10-24,01:17:47,-31.697,117.048,ML,-,-,"Near Meckering, WA.",12.0,FINL,2014-10-24,11:17:41,AUST,-,1.93,-,-,-,-,-,0.49,4.9969,10,10,6,6,95.26,0.81889999389424835921345518441349114909,locsat:iasp91,KLBR,914367,1071015
2.2,2014-10-23,00:53:58,2014-10-23,11:53:58,-35.697,147.376,ML,-,true,"Near Holbrook, NSW.",0.0,FINL,2014-10-23,13:05:20,AUST,-,2.15,-,-,-,-,-,0.38,0,10,10,5,5,172.82,0.5215492306580463167081802086706152252768,locsat:iasp91,YNG,913961,1070599
2.8,2014-10-22,02:40:21,2014-10-22,13:40:21,-22.501,114.583,ML,-,-,"Near Giralia, WA.",10.0,FINL,2014-10-23,10:11:23,AUST,-,2.8,3.33,-,-,-,-,0.67,0,11,12,7,7,182.89,1.40817372862868024747183791602407619822,locsat:iasp91,N/A,913935,1070567
1.7,2014-10-21,23:17:28,2014-10-22,10:17:28,-31.699,117.04,ML,-,-,"Near Meckering, WA.",14.0,FINL,2014-10-22,14:21:04,AUST,-,1.73,-,-,-,-,-,0.43,4.0075,10,10,5,5,93.35,0.7009492848987007847434629090094654729998,locsat:iasp91,N/A,913541,1070132
2.1,2014-10-21,14:07:13,2014-10-22,01:07:13,-33.484,148.939,ML,-,-,"Near Cadia, NSW.",4.0,FINL,2014-10-23,09:20:17,AUST,-,2.1,-,-,-,-,-,0.61,9.141,8,8,4,4,233.16,0.3104196756006294134533262231118457685134,locsat:iasp91,N/A,913914,1070558
2.5,2014-10-20,14:40:15,2014-10-21,01:40:15,-32.869,151.335,ML,-,-,"Near Cessnock, NSW.",1.0,FINL,2014-10-21,11:49:52,AUST,-,2.45,2.48,-,-,-,-,0.7,6.0389,16,16,11,11,148.29,0.7438010906821796265011059322236349565496,locsat:iasp91,NTLH,913067,1069657
2.5,2014-10-19,17:39:45,2014-10-20,04:39:45,-32.877,151.376,ML,-,-,"Near Cessnock, NSW.",0.0,FINL,2014-10-21,11:14:30,AUST,-,2.54,2.54,-,-,-,-,0.36,0,14,14,9,9,146.89,0.6989185012779182600963871266397971224386,locsat:iasp91,NTLH,913031,1069616
3.0,2014-10-19,03:34:17,2014-10-19,14:34:17,-27.945,140.845,ML,-,-,"S of Innamincka, SA.",0.0,FINL,2014-10-20,14:13:04,AUST,-,3.01,2.88,-,-,-,-,0.43,0,16,25,14,15,75.43,2.36223595773157258914436242044143389094,locsat:iasp91,N/A,912318,1069271
2.3,2014-10-18,19:52:12,2014-10-19,06:52:12,-33.717,117.339,ML,-,-,"W of Katanning, WA.",13.0,FINL,2014-10-20,12:23:25,AUST,-,2.31,2.89,-,-,-,-,0.9,6.4509,9,10,6,6,188.95,1.81795561001912255162259828996029255728,locsat:iasp91,N/A,912724,1069251
1.9,2014-10-18,18:15:59,2014-10-19,05:15:59,-33.747,148.422,ML,-,-,"NW of Cowra, NSW.",0.0,FINL,2014-10-20,12:18:10,AUST,-,1.92,-,-,-,-,-,1.93,0,6,6,4,4,196.63,0.7961896758938789454918392597884401461621,locsat:iasp91,DLN,912723,1069247
1.3,2014-10-18,14:35:57,2014-10-19,01:35:57,-37.28,144.552,ML,-,-,"Near Woodend, VIC.",10.0,FINL,2014-10-20,12:09:27,AUST,-,1.27,-,-,-,-,-,0.34,0,7,7,5,5,126.54,0.5461930584901799563121383241497435021999,locsat:iasp91,GVL,912722,1069245
1.6,2014-10-17,15:55:34,2014-10-18,02:55:34,-32.819,138.258,ML,-,-,"Near Melrose, SA.",0.0,FINL,2014-10-20,14:53:03,AUST,-,1.59,-,-,-,-,-,1.48,0,7,7,4,4,228.23,0.963918268615876255521525122945493168587,locsat:iasp91,NAPP,912732,1069283
1.7,2014-10-17,15:54:38,2014-10-18,02:54:38,-32.764,138.262,ML,-,-,"Near Melrose, SA.",0.0,FINL,2014-10-20,14:52:09,AUST,-,1.68,-,-,-,-,-,1.26,0,7,7,4,4,232.58,0.7454063129787481405265324938947031818239,locsat:iasp91,N/A,912731,1069282
2.0,2014-10-17,15:44:32,2014-10-18,02:44:32,-32.798,138.257,ML,-,-,"Near Melrose, SA.",5.0,FINL,2014-10-20,08:50:22,AUST,-,2.01,2.91,-,-,-,-,0.98,8.8479,12,13,8,9,139.68,1.48014100159930189516635537855268134793,locsat:iasp91,NAPP,912717,1069223
3.3,2014-10-17,08:13:42,2014-10-17,19:13:42,-38.303,146.245,ML,-,true,"S of Moe, VIC.",10.0,FINL,2014-10-20,08:31:01,AUST,-,3.3,3.14,-,-,-,-,0.92,7.2031,19,20,16,17,129.52,9.63445548020229319695600884454267660459,locsat:iasp91,TOO,911289,1069210
2.5,2014-10-16,23:41:00,2014-10-17,10:41:00,-28.741,116.214,ML,-,-,"NE of Morawa, WA.",0.0,FINL,2014-10-17,13:41:36,AUST,-,2.48,-,-,-,-,-,0.72,0,8,8,5,5,200.91,0.7445361811221802537122584682038495526113,locsat:iasp91,N/A,911231,1067722
2.7,2014-10-16,22:22:08,2014-10-17,09:22:08,-28.587,139.093,ML,-,-,"E of Lake Eyre, SA.",10.0,FINL,2014-10-17,13:34:53,AUST,-,2.69,3.05,-,-,-,-,0.74,0,9,12,7,7,194.97,3.45536058176277747500560644435158465392,locsat:iasp91,LCRK,911221,1067715
2.3,2014-10-16,12:37:23,2014-10-16,23:37:23,-34.238,148.961,ML,-,-,"Near Frogmore, NSW.",0.0,FINL,2014-10-17,09:17:40,AUST,-,2.33,-,-,-,-,-,0.22,0,15,15,9,9,158.1,0.3810977127544413204158582834995384619641,locsat:iasp91,N/A,911162,1067627
2.8,2014-10-15,05:17:39,2014-10-15,16:17:39,-29.288,116.72,ML,-,-,"SE of Morawa, WA.",0.0,FINL,2014-10-17,08:56:38,AUST,-,2.84,3,-,-,-,-,0.82,0,7,10,4,5,243.05,2.78871742921365197250939418047486321236,locsat:iasp91,N/A,911158,1067619
2.6,2014-10-13,18:00:19,2014-10-14,05:00:19,-35.13,147.988,ML,-,-,"Near Gundagai, NSW.",10.0,FINL,2014-10-14,09:51:30,AUST,-,2.56,3.14,-,-,-,-,0.28,0,17,19,10,11,115.42,1.23814759769754854793342360174212039527,locsat:iasp91,YNG,909750,1066216
2.4,2014-10-13,16:00:55,2014-10-14,03:00:55,-32.321,150.919,ML,-,-,"Near Muswellbrook, NSW.",0.0,FINL,2014-10-14,10:29:56,AUST,-,2.36,3.02,-,-,-,-,0.37,0,18,20,12,12,113.49,2.27764007253121536749064762532457239672,locsat:iasp91,NTLH,909789,1066179
3.0,2014-10-13,13:26:31,2014-10-14,00:26:31,-19.822,134.029,ML,-,true,"Tennant Creek, NT.",14.0,FINL,2014-10-14,10:11:05,AUST,-,3.01,3.23,-,-,-,-,0.23,1.9127,14,19,12,13,111.01,2.29604003495262755357236022529213510805,locsat:iasp91,N/A,909587,1066239
3.3,2014-10-12,04:43:51,2014-10-12,15:43:51,-29.73,113.756,ML,-,-,"Offshore Eneabba, WA.",10.0,FINL,2014-10-13,11:28:06,AUST,-,3.3,3.81,-,-,-,-,1.03,0,14,15,13,13,211.92,1.36196446355989773306093762907278698587,locsat:iasp91,MORW,909342,1065654
2.0,2014-10-11,20:09:14,2014-10-12,07:09:14,-33.367,136.803,ML,-,-,"SE of Yalanda, SA.",5.0,FINL,2014-10-13,10:33:51,AUST,-,2.02,3.29,-,-,-,-,0.39,2.1519,9,9,5,5,218.97,0.2676917796438450384282299072401473392015,locsat:iasp91,N/A,909325,1065619
2.3,2014-10-11,17:06:53,2014-10-12,04:06:53,-33.703,117.096,ML,-,-,"N of Kojonup, WA.",3.0,FINL,2014-10-13,12:16:12,AUST,-,2.3,3.54,-,-,-,-,0.35,3.6892,9,9,5,5,171.27,0.4582100440239655467306496854249941874022,locsat:iasp91,N/A,909324,1065616
1.8,2014-10-10,08:48:36,2014-10-10,19:48:36,-34.131,150.372,ML,-,-,"Lake Burragorang, NSW.",10.0,FINL,2014-10-13,10:09:31,AUST,-,1.81,-,-,-,-,-,0.29,0,12,12,7,7,96.4,0.6563449931248047541549721042362830771863,locsat:iasp91,N/A,909322,1065612
3.5,2014-10-10,04:23:09,2014-10-10,15:23:09,-27.269,113.734,ML,-,-,"Coastal Kalbarri, Offshore WA.",10.0,FINL,2014-10-13,08:27:02,AUST,-,3.48,3.34,-,-,-,-,0.76,0,15,25,14,15,205.65,3.55013107363657771750597682926380233414,locsat:iasp91,N/A,908015,1065570
2.9,2014-10-09,15:45:32,2014-10-10,02:45:32,-18.137,127.132,ML,-,-,"E of Fitzroy Crossing, WA.",9.0,FINL,2014-10-10,08:23:11,AUST,-,2.87,3.09,-,-,-,-,2.59,19.8395,13,16,12,12,88.67,2.92890183131835267047204962760039235011,locsat:iasp91,FITZ,907977,1064221
2.0,2014-10-07,23:56:16,2014-10-08,10:56:16,-32.428,117.663,ML,-,-,"Near Corrigin, WA.",6.0,FINL,2014-10-08,11:23:21,AUST,-,2.03,-,-,-,-,-,0.33,3.4795,7,7,4,4,210.06,0.2044323150301131540053287793185308787088,locsat:iasp91,N/A,907428,1063638
2.2,2014-10-06,18:20:25,2014-10-07,05:20:25,-31.311,138.642,ML,-,-,"N of Wilpena Pound, SA.",10.0,FINL,2014-10-08,10:18:34,AUST,-,2.2,-,-,-,-,-,0.51,0,8,8,7,7,126.49,0.8195126600608437214357970025513962995631,locsat:iasp91,LCRK,907424,1063627
2.5,2014-10-04,22:03:23,2014-10-05,09:03:23,-38.55,146.729,ML,-,-,"Yarram, VIC.",10.0,FINL,2014-10-10,12:14:38,AUST,-,2.5,3.13,-,-,-,-,0.43,0,8,8,6,6,141.16,0.5741170394614672991677642333472088290596,locsat:iasp91,TOO,907993,1064249
2.2,2014-10-02,17:39:52,2014-10-03,03:39:52,-32.439,138.147,ML,-,-,"SE of Quorn, SA.",16.0,FINL,2014-10-08,13:50:59,AUST,-,2.15,3.18,-,-,-,-,1.14,8.5579,12,12,8,8,78.3,0.7225076124166443687422406492205785944385,locsat:iasp91,N/A,907431,1063653
2.6,2014-10-01,14:09:39,2014-10-02,00:09:39,-33.509,138.43,ML,-,true,"Near Spalding, SA.",14.0,FINL,2014-10-07,14:59:03,AUST,-,2.62,3.11,-,-,-,-,0.43,3.2475,13,13,10,10,114.46,0.7281770177853522663105780136367639443871,locsat:iasp91,HTT,904548,1063155
3.1,2014-09-29,19:27:29,2014-09-30,05:27:29,-18.972,120.989,ML,-,-,"SW of Broome, WA.",10.0,FINL,2014-10-08,10:01:11,AUST,-,3.1,3.51,-,-,-,-,0.87,0,11,12,9,9,188.59,2.22993471503838724676113662650868972613,locsat:iasp91,PSA00,907405,1063612
2.1,2014-09-29,07:25:01,2014-09-29,17:25:01,-36.362,149.845,ML,-,-,"Cobargo, NSW.",5.0,FINL,2014-10-07,11:13:35,AUST,-,2.09,-,-,-,-,-,0.65,2.5665,7,7,4,4,328.24,0.1688964179608318395434113209151863804428,locsat:iasp91,N/A,903849,1063121
